Mesh ID,Generic name,Common name,Synonyms,Tree
D000090983,2019-nCoV Vaccine mRNA-1273,2019-nCoV Vaccine mRNA-1273,"M 1273|Moderna COVID-19 Vaccine RNA|TAK-919|CX-024414|M1273|CX 024414|mRNA-1273, 2019-nCoV Vaccine|2019 nCoV Vaccine mRNA 1273|Moderna COVID 19 Vaccine RNA|TAK919|mRNA-1273.211|mRNA 1273|M-1273|Moderna, COVID-19 Vaccine|COVID-19 Vaccine, Moderna|CX024414|Moderna COVID 19 Vaccine|2019-nCoV Vaccine mRNA-1273|mRNA 1273.211|Vaccine, Moderna COVID-19|Elasomeran|Moderna COVID 19 Vaccine, Bivalent|COVID 19 Vaccine Moderna|mRNA-1273|TAK 919|Spikevax|COVID-19 Vaccine Moderna|Moderna COVID-19 Vaccine, Bivalent|Moderna COVID-19 Vaccine",D20.215.894.865.450.500.500|D12.776.828.868.228.500.500|D23.050.865.450.500.500|D20.215.894.899.085.250
D000090984,Ad26COVS1,Ad26COVS1,JNJ 78436735|COVID-19 Vaccine Johnson |Ad26.COV2.S|JNJ-78436735|Ad26COVS1|JNJ78436735| Johnson|Johnson | Johnson Covid-19 Vaccine|COVID 19 Vaccine Johnson |&| Johnson Covid 19 Vaccine,D20.215.894.899.085.125
D000090985,ChAdOx1 nCoV-19,ChAdOx1 nCoV-19,"AZD 1222|Oxford AstraZeneca COVID 19 Vaccine|Covishield|nCoV-19, ChAdOx1|AstraZeneca, COVID-19 Vaccine|ChAdOx1 COVID 19 Vaccine|ChAdOx1 nCoV 19|ChAdOx1 nCoV-19|COVID-19 Vaccine, ChAdOx1|Oxford-AstraZeneca COVID Vaccine|COVID-19 Vaccine AstraZeneca|Oxford-AstraZeneca COVID-19 Vaccine|AZD1222|COVID-19 Vaccine, Oxford-AstraZeneca|COVID Vaccine, Oxford-AstraZeneca|Oxford AstraZeneca COVID Vaccine|COVID 19 Vaccine AstraZeneca|Vaxzevria|Vaccine, Oxford-AstraZeneca COVID-19|Vaccine, ChAdOx1 COVID-19|ChAdOx1 COVID-19 Vaccine|AZD-1222|Vaccine, Oxford-AstraZeneca COVID",D20.215.894.865.450.250.500|D20.215.894.899.085.063
D000091042,Reelin Protein,Reelin Protein,"Reeler Protein|Protein, RELN|Protein, Reelin|Reelin Protein|RELN Protein|Protein, Reeler",D09.400.430.890.200.250.760|D08.811.277.656.300.760.753|D23.050.301.350.663|D12.776.395.550.200.250.760|D08.811.277.656.959.350.753|D12.776.860.300.784
D000091062,Gamma Secretase Inhibitors and Modulators,Gamma Secretase Inhibitors and Modulators,"Gamma Secretase Inhibitors and Modulators|Secretase Modulators, Gamma|Gamma Secretase Modulators|Gamma Secretase Inhibitors|Secretase Inhibitors, Gamma|GS Inhibitors and Modulators|GS Modulators|GS Inhibitors",D27.505.519.389.315
D000091082,Angiomotins,Angiomotins,Angiomotin-Like Proteins|Angiomotins|Angiomotin Like Proteins|Angiomotin,D12.644.360.024.082|D12.776.476.024.087
D000091364,YAP-Signaling Proteins,YAP-Signaling Proteins,YAP-Signaling Proteins|YAP Intracellular Signaling Proteins|Yes-Associated Proteins|YAP Signaling Proteins|Yes Associated Proteins,D12.644.360.024.750|D12.776.476.024.750|D12.776.157.057.750
D000091162,AMP-Activated Protein Kinase Kinases,AMP-Activated Protein Kinase Kinases,AMP-PK Reactivator|AMPK Kinase|AMP-PK Reactivators|AMP PK Reactivator|AMP Activated Protein Kinase Kinases|AMP PK Reactivators|AMP-Activated Protein Kinase Kinases,D12.776.476.563.074|D08.811.913.696.620.682.700.074
D058570,MTOR Inhibitors,MTOR Inhibitors,"MTOR Inhibitors|Rapalogs|Inhibitors, MTOR",D27.505.696.477.656.625|D27.505.954.248.538|D27.505.519.389.755.750
D000091243,Ribosomal Protein S9,Ribosomal Protein S9,"Ribosomal Protein S9|S9, Ribosomal Protein|S9 Ribosomal Protein|Protein S9, Ribosomal|Protein, S9 Ribosomal",D12.776.835.982
D000091262,TEA Domain Transcription Factors,TEA Domain Transcription Factors,TEAD Transcription Factors|TEA Domain|TEA Domain Transcription Factors,D12.776.930.882|D12.776.260.733
D000091283,Protein Kinase D2,Protein Kinase D2,"PKD2 Enzyme|PRKD2 Protein|Enzyme, PKD2|Protein Kinase D2|D2, Protein Kinase",D12.776.476.563.750|D08.811.913.696.620.682.700.750
D000091285,Nitrate Transporters,Nitrate Transporters,"Nitrate Transporters|Transporters, Nitrate|Arabidopsis NTL1 Protein|NRT2 Protein, Glycine max|Nitrate Transporter 2 Protein, Plant|NTL1 Protein, Arabidopsis|Protein, Plant Nrt2|Protein, Arabidopsis NTL1|Nrt2 Protein, Plant|CrnA Nitrate Transporter, Aspergillus nidulans|Antiporter, Nitrate-Nitrite|Nitrate Transporter 2 Protein, Glycine max|CrnA Protein, Aspergillus nidulans|Plant Nrt2 Protein|Nitrate Transporter|Nitrate-Nitrite Antiporter",D12.776.543.585.450.074.375|D12.776.157.530.450.074.375|D12.776.765.519
D000091302,Angiopoietin-Like Protein 2,Angiopoietin-Like Protein 2,Angiopoietin-Like Protein 2|Angiopoietin Like Protein 2|Angiopoietin-Related Protein 2|Angiopoietin Related Protein 2,D23.529.100.050.200|D12.644.276.100.050.200|D12.776.467.100.050.200
D000091303,Angiopoietin-Like Protein 3,Angiopoietin-Like Protein 3,Angiopoietin-Like Protein 3|Angiopoietin Like Protein 3,D12.644.276.100.050.300|D23.529.100.050.300|D12.776.467.100.050.300
D020533,Angiopoietin-Like Protein 1,Angiopoietin-Like Protein 1,Angiopoietin-Like Protein 1|Angiopoietin Like Protein 1|Angioarrestin,D12.644.276.100.050.100|D12.776.467.100.050.100|D23.529.100.050.100
D000091306,Angiopoietin-Like Protein 8,Angiopoietin-Like Protein 8,Angiopoietin Like Protein 8|Angiopoietin-Like Protein 8|Betatrophin,D12.776.467.100.050.800|D12.644.276.100.050.800|D23.529.100.050.800
D000091307,Angiopoietin-Like Protein 7,Angiopoietin-Like Protein 7,Angiopoietin-Like Protein 7|Angiopoietin Like Protein 7,D12.644.276.100.050.700|D23.529.100.050.700|D12.776.467.100.050.700
D000091308,Angiopoietin-Like Protein 6,Angiopoietin-Like Protein 6,Angiopoietin Related Protein 5|Angiopoietin-Related Protein 5|Angiopoietin Like Protein 6|Angiopoietin-Like Protein 6,D12.776.467.100.050.600|D23.529.100.050.550|D12.644.276.100.050.600
D000091342,Endoplasmic Reticulum Chaperone BiP,Endoplasmic Reticulum Chaperone BiP,"Binding-immunoglobulin Protein Molecular Chaperone|GRP78, Molecular Chaperone|Glucose Regulated Protein 78 kDa|Endoplasmic Reticulum Chaperone BiP|Molecular Chaperone BiP|Molecular Chaperone GRP78|BiP, Molecular Chaperone|Grp78|Protein, HSPA5|Heat-Shock Protein 5|Heat Shock Protein 5|HSPA5 Protein|Binding immunoglobulin Protein Molecular Chaperone",D12.776.580.216.375.100
D000091344,Filaggrin Proteins,Filaggrin Proteins,"Stratum Corneum Basic Protein Precursor|Filaggrin Proteins|Stratum Corneum Basic Protein|Proteins, Filaggrin|Filaggrin Protein|Profilaggrin|Protein, Filaggrin|Filaggrin",D12.776.157.125.750.250|D12.776.631.658.500
D000091345,Protein Glutamine gamma Glutamyltransferase 2,Protein Glutamine gamma Glutamyltransferase 2,"Transglutaminase II|Transglutaminase, Tissue-Type|Protein Glutamine gamma Glutamyltransferase 2|TGM2 Proteins|Tissue-Type Transglutaminase|Transglutaminase C|Proteins, TGM2|Tissue Type Transglutaminase|Tissue Transglutaminase|Transglutaminase 2|Transglutaminase, Tissue|TGase II",D08.811.913.050.200.800.650
D000091346,Tripeptidyl-Peptidase 1,Tripeptidyl-Peptidase 1,"CLN2 Protein|TPP1 Protein|Tripeptidyl Aminopeptidase I|Protein, TPP1|Tripeptidyl Protease I|Peptidase I, Tripeptidyl|Tripeptidyl Peptidase I|Tripeptidyl-Peptidase I|Protein, CLN2|Tripeptidyl-Peptidase 1",D08.811.277.656.959.780|D08.811.277.656.350.350.843|D08.811.277.656.350.100.877
D000091362,PCSK9 Inhibitors,PCSK9 Inhibitors,"PCSK9 Inhibitors|Inhibitors, Cardiovascular PCSK9|Cardiovascular, PCSK9 Inhibitors|PCSK9 Inhibitors Cardiovascular|PCSK9 Inhibitors, Cardiovascular|Cardiovascular PCSK9 Inhibitors",D27.505.519.186.071.202.685|D27.505.519.389.745.800.506|D27.505.954.557.500.202.685
D000091363,Protocadherins,Protocadherins,"Protocadherins, Clustered|Cadherin-Related Neuronal Receptors|Cadherin Related Neuronal Receptors|Receptors, Cadherin-Related Neuronal|cPcdhs|Pcdhs, Clustered|Protocadherins|Non Clustered Pcdhs|Pcdhs, Non-Clustered|Clustered Pcdhs|Neuronal Receptors, Cadherin-Related|Non-Clustered Pcdhs|ncPcdhs|Protocadherins, Non-Clustered|Non-Clustered Protocadherins|Non Clustered Protocadherins|Clustered Protocadherins",D12.776.395.550.200.200.750|D12.776.543.550.200.200.750|D09.400.430.890.200.200.750|D23.050.301.350.200.750
D000091364,Transcriptional Coactivator with PDZ-Binding Motif Proteins,Transcriptional Coactivator with PDZ-Binding Motif Proteins,Transcriptional Coactivator with PDZ Binding Motif Protein|TAZ-Signaling Proteins|Transcriptional Coactivator with PDZ Binding Motif Proteins|WW Domain-Containing Transcription Regulator Protein 1|WW Domain Containing Transcription Regulator Protein 1|Transcriptional Coactivator with PDZ-Binding Motif Proteins|TAZ Signaling Proteins|Transcriptional Coactivator with PDZ-Binding Motif Protein|Transcriptional Coactivator with PDZ-Binding Motif (TAZ) Proteins|WW Domain Containing Transcription Regulator 1,D12.776.157.057.437|D12.776.476.024.484|D12.644.360.024.469
D000091369,Immunomodulating Agents,Immunomodulating Agents,"Drugs, Immunomodulatory|Drugs, Immunomodulatory IMiDE|Immunomodulatory Agents|Immunomodulatory IMiDE Drugs|Agents, Immunomodulating|Immunomodulatory Compounds|Immunomodulatory Drugs|Immunomodulatory IMiD Drugs|Drugs, Immunomodulatory IMiD|Agents, Immunomodulatory|Immunomodulating Agents|IMiDs|Immunomodulating Drugs",D27.505.696.477.396
D000091402,Prohibitins,Prohibitins,Prohibitins|Prohibitin,D12.776.575.844
D055772,Deep Eutectic Solvents,Deep Eutectic Solvents,"Deep Eutectic Mixtures|Solvents, Deep Eutectic|Mixtures, Deep Eutectic|Natural Deep Eutectic Solvents|Eutectic Solvents, Deep|Deep Eutectic Solvents|Eutectic Mixtures, Deep",D27.720.844.250
D000092004,Tyrosine Kinase Inhibitors,Tyrosine Kinase Inhibitors,"TKI Tyrosine Kinase Inhibitors|Kinase Inhibitors, Tyrosine|Tyrosine Protein Kinase Inhibitors|Tyrosine Kinase Inhibitors|Tyrosine Kinase Inhibitor|Inhibitors, Tyrosine Kinase",D27.505.519.389.755.875
D000092005,Insulin Secretagogues,Insulin Secretagogues,"Meglitinide Analogues|Analogues, Meglitinide|Secretogogues, Insulin|Hypoglycemic Sulfonylureas|Insulin Secretogogues|Secretogogue, Insulin|Insulin Secretogogue|Insulin Secretagogues",D27.505.696.422.625
D000092126,PPAR-gamma Agonists,PPAR-gamma Agonists,"Agonists, PPAR-gamma|gamma Agonist, PPAR|PPAR-gamma Agonist|Peroxisome Proliferator Activated Receptor gamma Agonist|Peroxisome Proliferator-Activated Receptor-gamma Agonist|PPAR gamma Agonist|PPAR-gamma Agonists",D27.505.696.422.688
D000092468,Bromodomain Containing Proteins,Bromodomain Containing Proteins,"Bromodomain Containing Proteins|Containing Proteins, Bromodomain|Protein, BRDs Containing|Proteins, Bromodomain-Containing|Containing Protein, BRDs|Proteins, Bromodomain Containing|BRDs Containing Protein|Bromodomain-Containing Proteins",D12.776.660.235.025|D12.776.664.235.025|D12.776.930.900.100
D000092502,Renin Inhibitors,Renin Inhibitors,"Direct Renin Inhibitor|Direct Renin Inhibitors|Inhibitors, Direct Renin|Renin Inhibitors, Direct|Inhibitors, Renin|Renin Inhibitor|Renin Inhibitors",D27.505.519.389.745.753
D000093242,Interleukin-6 Inhibitors,Interleukin-6 Inhibitors,"IL 6 Inhibitors|Anti IL 6 Agents|Agents, Anti-Interleukin-6|Inhibitors, IL-6|Interleukin-6 Inhibitors|Agents, Anti-IL-6|Agents, Anti-IL6|Inhibitors, Interleukin-6|Anti-Interleukin-6 Agents|inhibitors, IL6|Anti IL6 Agents|IL-6 Inhibitors|Anti-IL6 Agents|IL6 inhibitors|Anti-IL-6 Agents",D27.505.696.477.656.594
D008213,Lymphocyte Activation Gene 3 Protein,Lymphocyte Activation Gene 3 Protein,"CD223 Antigen|Lymphocyte Activation Gene 3 Proteins|CD223 Antigens|Lymphocyte Activation Gene 3 Protein|Antigens, CD223",D12.776.465.806|D12.776.543.750.705.222.844|D23.050.301.264.894.121|D23.101.100.894.121|D12.776.543.750.705.012
D000093342,Prorenin Receptor,Prorenin Receptor,"Receptor, Renin|Receptor, Prorenin|ATP6AP2 Protein|Prorenin Receptor|Renin Receptor|(Pro)renin Receptor|Protein, ATP6AP2",D12.776.543.750.608|D12.776.543.585.450.250.875.500.813|D12.776.157.530.450.250.875.500.813|D08.811.913.696.650.150.500.813|D08.811.277.040.025.325.813
D000093422,Glycated Serum Proteins,Glycated Serum Proteins,"Serum Proteins, Glycosylated|Blood Protein, Glycated|Glycated Serum Proteins|Glycosylated Serum Proteins|Glycosylated Blood Proteins|Blood Proteins, Glycosylated|Glycosylated Serum Protein|Proteins, Glycated Blood|Glycosylated Blood Protein|Glycated Blood Protein|Serum Proteins, Glycated|Protein, Glycated Blood|Blood Proteins, Glycated|Glycated Serum Protein|Glycated Blood Proteins|Proteins, Glycosylated Blood|Serum Protein, Glycated|Proteins, Glycosylated Serum|Blood Protein, Glycosylated|Serum Protein, Glycosylated|Protein, Glycosylated Blood",D09.400.430.825.500|D12.776.124.335|D09.400.205.625.500|D23.946.381.625.500|D12.776.395.351.500
D000093423,Glycated Serum Albumin,Glycated Serum Albumin,"Serum Glycated Albumin|Glycated Serum Albumin|Albumin, Serum Glycated|Glycosyl Albumin|Serum Albumin, Glycosylated|Glycoalbumin|Glycosylated Serum Albumin|Albumin, Glycated Serum|Serum Albumin, Glycated|Albumin, Glycosylated Serum|Glycosyl-Albumin|Glycated Albumin, Serum",D09.400.205.625.500.500|D09.400.430.825.500.500|D12.776.124.335.500|D12.776.124.727.188|D12.776.395.351.500.500|D12.776.034.841.113|D23.946.381.625.500.500
D000093744,Antiglycation Agents,Antiglycation Agents,"Agents, Antiglycation|Agents, Anti-Glycation|Agent, Anti-Glycative|Antiglycating Agents|Antiglycative Agents|Antiglycation Agents|Agent, Antiglycation|Agent, Antiglycative|Anti-Glycants|Agents, Anti-Glycative|Antiglycant|Agents, Antiglycative|Anti-Glycative Agents|Agents, Anti-Glycating|Anti-Glycating Agents|Anti-Glycating|Anti-Glycation Agents|Anti-Glycation Agent|Antiglycants|Anti-Glycating Agent|Anti-Advanced Glycation End-Products Agents|Antiglycation Agent|Anti-Glycant|Anti Glycation Agent|Anti Advanced Glycation End Products Agents|Agent, Anti-Glycation|Antiglycating Agent|Agents, Antiglycating|Antiglycative Agent|Agent, Antiglycating|Agent, |Anti-Glycative Agent",D27.505.519.182
D000093842,Matrines,Matrines,"Sophoridine|Matrine Alkaloids|Matrine|Matrine type Alkaloids|Matrines|Matrine, (5beta)-Isomer|Matrine-type Alkaloids",D03.132.722.500
D000093844,Glycated Proteins,Glycated Proteins,"Proteins, Glycated|Glycated Proteins",D23.946.381.625|D09.400.205.625|D12.776.794.375|D09.400.430.825|D12.776.395.351
D000094042,Lupanes,Lupanes,"Lupanes|Lupane-Type Pentacyclic Triterpenoids|Triterpenoids, Lupane-Type|Lupane Triterpenes|Lupane Triterpenoids|Lupane-Type Triterpenoids|Lupane Type Pentacyclic Triterpenoids|Lupane-Type Triterpenes|Lupane Derivatives|Lupane Type Triterpenoids|Lupane Type Triterpenes",D02.455.849.919.530.600
D000094062,Betulinic Acid,Betulinic Acid,3-Hydroxy-lup-20(29)-en-28-oic Acid|Betulic Acid|3 Epi betulinic Acid|3-Epi-betulinic Acid|3-Hydroxylup-20(29)-en-28-oic Acid|Betulinic Acid,D02.455.849.919.530.600.500
D000094243,Proteolysis Targeting Chimera,Proteolysis Targeting Chimera,"Phospho-Dependent PROTACs|Chimeras, Proteolysis Targeting|MDM2 Protein-Based PROTACs|PROTAC Proteolysis Targeting Chimera|MDM2 Protein Based PROTACs|Cereblon-Based Small-Molecule Compounds|Cereblon Based Small Molecule Compounds|Proteolysis Targeting Chimeras|IAP Based PROTACs|Proteolysis Targeting Chimera|Phospho Dependent PROTACs|VHL-Based PROTACs|IAP-Based PROTACs|PROTACs|PhosphoPROTACs|Targeting Chimeras, Proteolysis|VHL Based PROTACs",D27.720.470.410.210.500
D000094322,Piwi-Interacting RNA,Piwi-Interacting RNA,"Piwi Interacting RNA|piRNAs|piRNA|Piwi-Interacting RNA|RNA, Piwi Interacting|RNA, Piwi-Interacting",D13.150.650.700.500|D13.444.735.790.552.875.500|D13.444.735.150.700.500
D000094323,Sperm Proteins,Sperm Proteins,"Spermatozoa Proteins|Sperm-Specific Proteins|Sperm Tail Proteins|Sperm Proteins|Tail Proteins, Sperm|Proteins, Sperm-Specific|Sperm Specific Proteins|Specific Proteins, Sperm|Proteins, Sperm Specific|Proteins, Spermatozoa|Proteins, Sperm|Proteins, Sperm Tail",D12.776.869.500
D058573,Anabolic Androgenic Steroids,Anabolic Androgenic Steroids,"Androgenic Steroid, Anabolic|Anabolic Androgenic Steroids|Anabolic Androgenic Steroid|Steroid, Anabolic Androgenic|Androgenic Steroids, Anabolic|Anabolic Steroids|Anabolic Steroid|Steroids, Anabolic Androgenic",D06.472.334.851.968.250
D000094524,Gasdermins,Gasdermins,Cancer Associated Gasdermin-Domain Containing (GSDMDC) Proteins|Gasdermins,D12.776.157.530.400.353|D12.776.543.550.450.464|D12.776.543.585.400.464
D000094632,Thymic Stromal Lymphopoietin,Thymic Stromal Lymphopoietin,"Thymic Stromal Lymphopoietin|Lymphopoietin, Thymic Stromal|Cytokine, TSLP|Stromal Lymphopoietin, Thymic|TSLP Cytokine",D12.644.276.374.656|D23.529.374.656|D12.776.467.374.656
D000094663,"beta-Galactoside alpha-2,3-Sialyltransferase","beta-Galactoside alpha-2,3-Sialyltransferase","beta D Galactoside 3 alpha Sialyltransferase|beta1-3GalNAc alpha-2,3-Sialyltransferase, CMP-Neu5Ac-GAl|CMP-Neu5Ac-GAl beta1-3GalNAc alpha-2,3-Sialyltransferase|ST3Gal I|CMP-Acetylneuraminate-Galactoside (alpha 2-3)-Sialyltransferase|N-Acetylneuraminate-beta-Galactoside alpha-2,3-Sialyltransferase, CMP|alpha 2 3 Sialyltransferase|CMP-Neu5Ac-Gal1-3GalNAc alpha-2,3-Sialyltransferase|alpha 2-3-Sialyltransferase|CMP ANGS Transferase|beta-D-Galactoside 3-alpha-Sialyltransferase|alpha-2,3-Sialyltransferase, CMP-Neu5Ac-GAl beta1-3GalNAc|alpha-2,3-Sialyltransferase, CMP-Neu5Ac-Gal1-3GalNAc|2-3-Sialyltransferase, alpha|ST3Gal IV|Sialyltransferase, Asialofetuin|beta Galactoside alpha 2,3 Sialyltransferase|alpha-2,3-Sialyltransferase, CMP N-Acetylneuraminate-beta-Galactoside|ST3Gal II|CMP Neu5Ac Gal1 3GalNAc alpha 2,3 Sialyltransferase|CMPSialic Acid beta-Galactosyl-1-3-N-Acetylgalactosaminide alpha 2-3-Sialyltransferase|CMPSialic Acid beta Galactosyl 1 3 N Acetylgalactosaminide alpha 2 3 Sialyltransferase|CMP Neu5Ac GAl beta1 3GalNAc alpha 2,3 Sialyltransferase|alpha-2,3-ST(O)|ST3Gal VI|beta-Galactoside alpha-2,3-Sialyltransferase|ST3Gal III|Gal beta1,3GalNAc alpha2,3-Sialyltransferase|CMP N-Acetylneuraminate-beta-Galactoside alpha-2,3-Sialyltransferase|CMP N Acetylneuraminate beta Galactoside alpha 2,3 Sialyltransferase|3-alpha-Sialyltransferase, beta-D-Galactoside|CMP-ANGS-Transferase|Asialofetuin Sialyltransferase|alpha-2,3-Sialyltransferase, beta-Galactoside|CMP-NeuAc-Galactoside (alpha 2-3)-Sialyltransferase",D08.811.913.400.800.500
D064113,"RNA, Guide, CRISPR-Cas Systems","RNA, Guide, CRISPR-Cas Systems","RNA, Single Guide|RNA, Single-Guide|Guide RNA, Single|Guide RNA, CRISPR Cas Systems|sgRNA (Single-Guide RNA)|crRNA|CRISPR-Cas Systems sgRNA (Single Guide RNA)|Single-Guide RNA|CRISPR Guide RNA|Guide RNA (CRISPR-Cas Systems)|Guide RNA, CRISPR-Cas Systems|sgRNA (CRISPR-Cas Systems)|tracrRNA|Transactivating crRNA|Single Guide RNA|RNA, Guide (CRISPR-Cas Systems)|Guide RNA, CRISPR|RNA, CRISPR Guide|crRNA, Transactivating|RNA, Guide, CRISPR-Cas Systems",D13.444.735.790.552.563
D051157,Secreted Frizzled-Related Proteins,Secreted Frizzled-Related Proteins,"Soluble Frizzled Related Proteins|Secreted Frizzled-Related Proteins|Soluble Frizzled-Related Proteins|Frizzled-Related Proteins, Soluble|sFRPS|Secreted Frizzled Related Proteins",D12.776.476.800|D12.644.360.813
D064113,Subgenomic RNA,Subgenomic RNA,"Subgenomic mRNA|Subgenomic Messenger RNA|sgmRNA|Subgenomic RNA Replicon|Subgenomic Replicon RNA|Replicon, Subgenomic|Replicon, Subgenomic RNA|Subgenomic Replicon|Subgenomic RNA|mRNA, Subgenomic",D13.444.735.828.500|D13.444.735.544.713
D000094765,Glutathione Peroxidase GPX1,Glutathione Peroxidase GPX1,"Glutathione Peroxidase GPX1|Glutathione Peroxidase 1|GPX1 Glutathione Peroxidase|Glutathione Peroxidase, GPX1|GPX1, Glutathione Peroxidase",D12.776.864.050.500|D08.811.682.732.500.500
D000094769,DNA Polymerase iota,DNA Polymerase iota,DNA Polymerase iota|POLiota|POL iota|RAD30B,D08.811.913.696.445.308.300.493
D000094802,beta-D-Galactoside alpha 2-6-Sialyltransferase,beta-D-Galactoside alpha 2-6-Sialyltransferase,"beta-Galactosyl(1-4)N-Acetylglucosaminide alpha(2-6)-Sialyltransferase|alpha 2-6-Sialyltransferase, beta-D-Galactoside|beta-D-Galactoside alpha 2-6-Sialyltransferase|alpha6-Sialyltransferase|CMP-N-Acetylneuraminic Acid-Lactose Sialytransferase|CMP N Acetylneuraminic Acid Lactose Sialytransferase|CMP-Acetylneuraminate Galactoside (alpha 2-6)-Sialyltransferase|2-6-Sialyltransferase, beta-D-Galactoside alpha|alpha6 Sialyltransferase|Gal-1-4-GlcNAc alpha(2-6)-Sialyltransferase|ST6Gal-1|alpha 2 6 Sialyltransferase|ST6Gal 1|beta D Galactoside alpha 2 6 Sialyltransferase|CMP-N-Acetylneuraminate-Galactosylglycoprotein Sialyltransferase ST6GAL|Acid-Lactose Sialytransferase, CMP-N-Acetylneuraminic|alpha-2-6-Sialyltransferase, beta-D-Galactoside|beta-Galactoside alpha2,6-Sialyltransferase|ST6(N)|alpha 2-6-Sialyltransferase|CMP-Sialic Acid-N-Acetyllactosaminide alpha (2-6)-Sialyltransferase|beta-D-Galactoside alpha-2-6-Sialyltransferase|Gal-GlcNAc(2-6)-sialyltransferase|CMP-N-Acetylneuraminate-beta-Galactoside alpha-2,6-Sialyltransferase|alpha-2,6-Sialyltransferase, CMP-N-Acetylneuraminate-beta-Galactoside|alpha2,6(N) Sialyltransferase|SIAT-1|beta Galactoside alpha2,6 Sialyltransferase|ST6GAL, CMP-N-Acetylneuraminate-Galactosylglycoprotein Sialyltransferase|Sialytransferase, CMP-N-Acetylneuraminic Acid-Lactose|CMP N Acetylneuraminate beta Galactoside alpha 2,6 Sialyltransferase|Sialyltransferase ST6GAL, CMP-N-Acetylneuraminate-Galactosylglycoprotein|2-6-Sialyltransferase, alpha|alpha2,6-Sialyltransferase, beta-Galactoside|CMP-NeuAc-Galactoside (alpha 2-6)-Sialyltransferase|ST6Gal I|SIAT 1|CMP N Acetylneuraminate Galactosylglycoprotein Sialyltransferase ST6GAL",D08.811.913.400.800.250
D000094942,Nociceptin Receptor,Nociceptin Receptor,"Receptor-Like Protein, Opioid|Receptor, OFQ|Protein, Opioid-Receptor-Like 1|Orphanin FQ Receptor|FQ Receptors, Orphanin|Opiate Receptor-Like 1|FQ Receptor, Orphanin|Orphanin FQ Receptors|1, Opiate Receptor-Like|Receptors, Orphanin FQ|ORL1 Receptor|Receptor-Like 1, Opiate|Receptors, Nociceptin|Nociceptin Receptors|Receptor, Kappa3-Related Opioid|1 Protein, Opioid-Receptor-Like|MOR C Protein|Receptor, Nociceptin|Opioid Receptor-Like Protein|ORL1 Receptors|Noci-R|Receptor, Orphanin FQ|Opioid Receptor Like 1 Protein|Kappa3-Related Opioid Receptor|Noci R|KOR-3 Protein|OFQ Receptors|MOR-C Protein|Nociceptin Receptor|Protein, MOR-C|Protein, Opioid Receptor-Like|Receptors, ORL1|Protein, KOR-3|OFQ Receptor|Opioid-Receptor-Like 1 Protein",D12.776.543.750.695.620.887|D12.776.543.750.750.555.610.887|D12.776.543.750.720.600.610.887
D000094963,Axl Receptor Tyrosine Kinase,Axl Receptor Tyrosine Kinase,Axl Receptor Tyrosine Kinase,D12.776.624.664.700.013|D08.811.913.696.620.682.725.400.975|D12.776.476.568.400.975|D12.776.543.750.630.875
D000697,Synthetic Cathinone,Synthetic Cathinone,"Synthetic Cathinone|Psychoactive Bath Salts|Synthetic Cathinones|Cathinones, Synthetic|Methylenedioxypyrovalerone|Salts, Psychoactive Bath|Bath Salts, Psychoactive|3,4-Methylenedioxypyrovalerone|MDPV|(3,4)-Methylenedioxypyrovalerone|MDPV Compound|((R,S)-MDPV))",D02.522.818.890
D000095002,Delta Catenin,Delta Catenin,"Delta-Catenin|p120(ctn)|CTNND2 Protein|p120(cas)|Protein, Catenin p120ctn|p120cas|Delta Catenin|Delta-1, Catenin|Catenin, Delta|Neurojungin|Catenins, Delta|Cadherin-Associated Src Substrate p120|CTNND1 Protein|Catenin p120ctn Protein|Delta Catenins|Catenin Delta-1|Catenin p120(ctn) Protein|Protein, CTNND2|Protein, CTNND1|p120ctn|p120-catenin|Catenin Delta-2",D12.776.220.145.875
D000095022,Interferon Lambda,Interferon Lambda,"III Interferons, Type|III IFNs, Type|Interferon Lambda|Interferon Type III|Type III Interferons|Interferons, Type III|Type III IFNs|IFNs, Type III|IFN-Lambda|III Interferon, Type|III IFN, Type|Interferons, Lambda|Lambda Interferons|Interferon-Lambda|Type III IFN|III, Interferon Type|Type III Interferon|Interferon, Type III",D23.529.374.440.946|D12.644.276.374.440.946|D12.776.467.374.440.946
D000095043,Cyclin-Dependent Kinase-Activating Kinase,Cyclin-Dependent Kinase-Activating Kinase,"Cyclin Dependent Kinase Activating Kinase|Activating Kinase, P34CDC2|P34CDC2 Activating Kinase|Cyclin-Dependent Kinase-Activating Kinase|CDK-Activating Kinase|Kinase, Cyclin-Dependent Kinase-Activating|Kinase-Activating Kinase, Cyclin-Dependent|Kinase, P34CDC2 Activating",D08.811.913.696.620.682.700.646.500.992|D12.776.476.563.646.500.992|D12.776.167.200.790
D000095322,Anthrones,Anthrones,Anthrones|Anthranones,D04.615.125.380|D02.455.426.559.847.117.380
D017982,Trace Amine-Associated Receptors,Trace Amine-Associated Receptors,TAARs Trace Amine-Associated Receptors|Trace Amine Associated Receptors|Trace Amine Associated Receptor|Trace Amine-Associated Receptors|TAARs Trace Amine Associated Receptors,D12.776.543.750.695.600.500
D000095482,"RNA, Competitive Endogenous","RNA, Competitive Endogenous","RNA, Competing Endogenous|Endogenous RNA, Competing|Endogenous RNA, Competitive|ceRNA|Competitive Endogenous RNA|RNA, Competitive Endogenous|Competing Endogenous RNA",D13.444.735.477
